company,description,country,city,found_date,size_min,size_max
Al Ahly Medical Company,"Al Ahly Medical Services Totally owned by the National Bank of Egypt; one of the largest financial institutions in Africa & Middle East, Start-up issued capital of EGP 500 Million and paid-up capital of EGP 50 Million,we are Committed to provide both the public and private sector with high quality, well established healthcare services and employees benefits management that raise the efficiency and effectiveness of the society.

AMC  takes full responsibility for ensuring the satisfacti ... See More",Egypt,Cairo,,,
INVENTO,,Egypt,Giza,,,
Air Arabia,"Air Arabia (PJSC), listed on the Dubai Financial Market, is the Middle East and North Africa’s first and leading low-cost carrier flying to over 150 destinations across the world. Air Arabia was the first airline to introduce the low-cost carrier concept in the region and is on a mission to serve all Arab countries and beyond, constantly undergoing aggressive route expansion, taking advantage of its ideally located hubs in the United Arab Emirates, Morocco and Egypt. Over the past year ... See More",Saudi Arabia,,,,
TensorGraph,"TensorGraph is a tech start up leveraging Deep Learning to build 2 products:
1-Plant species detector in farm field
2-Conversational AI platform ",Egypt,Cairo,,1000,
Mantrac,"Mantrac Egypt is the sole authorized dealer for Caterpillar Products in Egypt. Mantrac Egypt distributes and supports the full range of CAT construction equipment including Wheel Loaders, Skid Steer Loaders, Dump Articulated Trucks, Backhoe Loaders, Excavators, Motor Graders, Track-Type Tractors, BCP products. Moreover, Mantrac Egypt distributes Mining, Power Systems and Forklifts, Material-Handling & Warehousing equipment for a wide range of industries and applications. Mantrac Egypt  ... See More",Egypt,Cairo,2018-01-01,,
Al Amin Technological Systems,"AL Amin Technological Systems was found in 1980 under an old name “Al Amin Company (Eng. Hesham & Tarek Abdel Rahman Amin)”.  In 1998 the statue of the company was then changed to become an Egyptian Shareholding Company “Al Amin Technological Systems”.
Al Amin is one of the leading Egyptian establishments that is specialized in the field of office and banking equipments.  Our authorized capital amount is over 50 Million Egyptian pounds while its invested capital amount is approximately ... See More",Egypt,Cairo,1980-01-01,1000,
Dataline technology company,,Egypt,Cairo,1980-01-01,,
Options,"Options Is a start-up company that provides premium assistance to Clients based in North America. Our services range from E. Client follow-ups, customer service & support, scheduling & booking appointments, book keeping, online research, database entries, data presentations, managing emails, social media, travel research & booking, market research.  

We are a boutique serves that fixates on quality and delivery. Our goal is to cater to all of our client’s needs.
 ",Qatar,,,,
Spirawn,,Egypt,Red Sea,2018-01-01,,
Softxpert Incorporation,Softxpert is a Software Development Company headquartered in USA providing a substantial range of business operations that are fundamental to a diversified portfolio of clients worldwide. Our philosophy as a multi-channel service provider utilizes both on-shoring of certain operations to US qualified partners as well as off-shoring others to global partners that still provide standardized solutions with a cost reduction advantage. Such collocation is done in a fashion that aims at comb ... See More,United States,,,,
Kashier Payment Solutions,"Kashier Payment Solutions was founded in 2017 with the vision to build innovative technology products to bridge the gap between financial services and their intended consumers.  We are building the financial infrastructure of the future, combining innovation and technological capabilities, creating the perfect mix to build products that reshape finance. ",Egypt,Alexandria,,,
e Aswaaq Misr,"eAswaaq Misr is Egypt’s leading B2B Marketplace provider. We offer a comprehensive portofolio of services including online presence, financial services, marketing and supply chain management for businesses that create economic growth while promoting sustainable development goals.

Using advanced technologies, applying benchmark industry process  and investing in innovative people, we connect buyers, sellers, banks and service providers within specialized sectors that represent the driv ... See More",Egypt,Cairo,2017-01-01,,
Smartly,"Believing in the human capabilities as the main endeavor for any organization success, the company is founded by a selective group of IT engineers, who gain their experience through a combination of continuous learning and studying within the academic field, as well through big projects of governmental entities.

From the same perception, Smartly® keeps on the same track while hiring its technical and administrative staff.

We can - proudly - say that our team is a selective group, eac ... See More",Egypt,Giza,,,
Delivery-tech,"We are a long-established saas company with the mission of making it easier for businesses of all sizes to use digital marketing, email marketing, and multichannel marketing services. We operate internationally under the brand names turboSMTP, EmailChef, and others.

We're a smart and fully distributed team, currently spanning many countries and we take pride in our ability to function as an effective remote-first organization. ",Egypt,Cairo,,,
Mimocodes,"Mimocodes puts together a bunch of passionate minds to transform your visions into reality imparting an awesome digital experience for your users. From graphic designs, website design, development, and scalable mobile apps to SaaS platforms, the solutions we engineer accelerate efficiency and fuel growth for our clients. ",United States,San Diego,2009-01-01,,
PICO,"Modern Agriculture Company - PICO, a leading Egyptian family owned Shareholding Company successfully working in developing agri projects for over 30 years to produce premium quality fruits and vegetables and exporting its products worldwide with all the high-end retailers in the UK and EU included.

Formed under law 159 in 1996, the company began with approximately 1000 acres of land and is continuously experiencing growth. Today, PICO owns and farms a total of 7000 acres of land. Of t ... See More",Egypt,Cairo,2018-01-01,,
